groupuser_id,group_id,nickname,creation_date
4303636,1792641,U1117,2/4/2021
790867,1792641,U1035,2/4/2021
581720,1404398,U1093,6/5/2021
410904,1404398,U1066,6/5/2021
7235912,1404398,U1040,6/5/2021
3735583,1631766,U1038,19/3/2021
6769372,1631766,U1071,19/3/2021
9757941,1631766,U1019,19/3/2021
1747408,1631766,U1113,19/3/2021
4218407,1631766,U1106,19/3/2021
2303276,1631766,U1045,19/3/2021
7845078,1631766,U1016,19/3/2021
8190686,1631766,U1099,19/3/2021
7290997,1631766,U1054,19/3/2021
3011692,9247114,U1044,12/12/2022
6667195,9247114,U1118,12/12/2022
5797681,9247114,U1035,12/12/2022
6467575,6894856,U1026,20/11/2021
532240,6894856,U1065,20/11/2021
4649791,6894856,U1039,20/11/2021
1814830,7174689,U1055,3/8/2021
5347086,7174689,U1053,3/8/2021
9997374,7174689,U1134,3/8/2021
946447,7174689,U1036,3/8/2021
9780235,7174689,U1106,3/8/2021
4574779,7174689,U1009,3/8/2021
8396975,7174689,U1122,3/8/2021
3262906,7174689,U1089,3/8/2021
2792287,7174689,U1029,3/8/2021
5127866,7174689,U1114,3/8/2021
2713822,7174689,U1003,3/8/2021
835929,6562892,U1030,16/12/2021
382379,6562892,U1012,16/12/2021
7897646,6562892,U1117,16/12/2021
8263694,5830747,U1072,12/7/2022
2061729,5830747,U1117,12/7/2022
2361793,5830747,U1035,12/7/2022
6904612,8043571,U1103,6/9/2022
2983524,8043571,U1070,6/9/2022
2527565,8043571,U1082,6/9/2022
7866468,8043571,U1123,6/9/2022
6212176,8043571,U1028,6/9/2022
1400390,4167841,U1120,12/3/2021
2905835,4167841,U1037,12/3/2021
9609358,4167841,U1069,12/3/2021
1147360,4231196,U1083,15/9/2022
4515979,4231196,U1048,15/9/2022
8924533,4231196,U1003,15/9/2022
8642177,727318,U1093,5/9/2021
1298971,727318,U1030,5/9/2021
3929765,727318,U1066,5/9/2021
1884365,727318,U1133,5/9/2021
4525200,6008179,U1116,26/3/2021
2100595,6008179,U1075,26/3/2021
1763439,6008179,U1024,26/3/2021
9782023,1791059,U1030,5/9/2022
7151141,1791059,U1020,5/9/2022
3419819,1791059,U1051,5/9/2022
5574317,6014771,U1068,12/10/2021
4570941,6014771,U1067,12/10/2021
3326610,6014771,U1103,12/10/2021
1933489,29748,U1083,16/9/2022
3728730,29748,U1095,16/9/2022
1786729,29748,U1048,16/9/2022
5962794,6304297,U1067,5/10/2021
5478589,6304297,U1103,5/10/2021
7886828,6304297,U1107,5/10/2021
1644380,6304297,U1123,5/10/2021
3525792,8195755,U1072,11/2/2022
1479398,8195755,U1117,11/2/2022
5642859,8195755,U1035,11/2/2022
8787310,4694714,U1067,23/7/2022
7674889,4694714,U1103,23/7/2022
4367171,4694714,U1107,23/7/2022
3139751,4694714,U1123,23/7/2022
9704585,212044,U1083,23/2/2022
6674430,212044,U1048,23/2/2022
1057403,212044,U1003,23/2/2022
7221745,6697194,U1068,20/10/2021
5374347,6697194,U1067,20/10/2021
8552435,6697194,U1103,20/10/2021
6582908,2120125,U1083,25/8/2021
9510832,2120125,U1095,25/8/2021
8288692,2120125,U1048,25/8/2021
3066977,6486256,U1033,1/8/2022
9006109,6486256,U1089,1/8/2022
7606381,6486256,U1027,1/8/2022
7394100,1794452,U1103,3/4/2022
2841648,1794452,U1070,3/4/2022
7201430,1794452,U1082,3/4/2022
2417537,1794452,U1123,3/4/2022
7398242,8764136,U1103,4/1/2022
3767614,8764136,U1070,4/1/2022
813785,8764136,U1082,4/1/2022
2001692,8785184,U1068,11/6/2021
2947884,8785184,U1067,11/6/2021
697347,8785184,U1103,11/6/2021
9155564,8785184,U1082,11/6/2021
4579689,8785184,U1028,11/6/2021
267503,6610750,U1134,11/12/2022
8789704,6610750,U1036,11/12/2022
9418358,6610750,U1113,11/12/2022
3986020,6610750,U1106,11/12/2022
2587815,7858188,U1077,12/12/2021
1864695,7858188,U1055,12/12/2021
6629919,7858188,U1053,12/12/2021
2431703,7858188,U1081,12/12/2021
9987419,7858188,U1001,12/12/2021
1502254,7858188,U1056,12/12/2021
4319283,7858188,U1134,12/12/2021
6569337,7858188,U1116,12/12/2021
7663663,7858188,U1024,12/12/2021
9262577,7858188,U1132,12/12/2021
5296861,7858188,U1036,12/12/2021
2593178,7858188,U1071,12/12/2021
4123376,7858188,U1049,12/12/2021
6781509,7858188,U1104,12/12/2021
5462420,7858188,U1045,12/12/2021
7668786,7858188,U1009,12/12/2021
9277795,7858188,U1135,12/12/2021
5162055,7858188,U1062,12/12/2021
6766076,7858188,U1109,12/12/2021
2581929,7858188,U1085,12/12/2021
2093388,7858188,U1098,12/12/2021
4454587,7858188,U1003,12/12/2021
1893100,7858188,U1091,12/12/2021
769055,7858188,U1029,12/12/2021
6653551,7858188,U1137,12/12/2021
502168,7858188,U1114,12/12/2021
8213971,7858188,U1061,12/12/2021
450866,7858188,U1057,12/12/2021
2009094,7858188,U1025,12/12/2021
449998,7947954,U1083,12/6/2022
2156681,7947954,U1084,12/6/2022
5749898,7947954,U1095,12/6/2022
228418,7947954,U1013,12/6/2022
5638004,2727118,U1083,20/12/2021
2598640,2727118,U1084,20/12/2021
3398270,2727118,U1095,20/12/2021
9510840,2727118,U1013,20/12/2021
6060564,4289737,U1083,28/10/2021
6579462,4289737,U1095,28/10/2021
9951754,4289737,U1048,28/10/2021
5739514,9912397,U1068,7/12/2021
1748707,9912397,U1067,7/12/2021
1823415,9912397,U1103,7/12/2021
3365201,9912397,U1123,7/12/2021
9312697,9912397,U1063,7/12/2021
554044,4968710,U1138,9/3/2022
770394,4968710,U1027,9/3/2022
5758608,4968710,U1090,9/3/2022
1452817,4968710,U1128,9/3/2022
4226833,1202404,U1004,24/11/2022
3871898,1202404,U1061,24/11/2022
8982617,1202404,U1025,24/11/2022
1730534,9171764,U1116,15/11/2021
9459279,9171764,U1075,15/11/2021
3870950,9171764,U1024,15/11/2021
2315373,9171764,U1036,15/11/2021
9690128,9171764,U1071,15/11/2021
9749779,9171764,U1104,15/11/2021
8591149,7715564,U1068,11/9/2021
583671,7715564,U1060,11/9/2021
7330469,7715564,U1123,11/9/2021
808192,7715564,U1021,11/9/2021
3157593,7715564,U1023,11/9/2021
6074774,7715564,U1050,11/9/2021
1349410,7715564,U1028,11/9/2021
9448090,6326785,U1068,17/9/2021
5794742,6326785,U1067,17/9/2021
4319285,6326785,U1103,17/9/2021
2557040,6326785,U1123,17/9/2021
6918443,6290042,U1072,16/12/2022
3795129,6290042,U1117,16/12/2022
5522807,6290042,U1035,16/12/2022
8156730,5604987,U1116,11/11/2021
1005207,5604987,U1075,11/11/2021
1238061,5604987,U1024,11/11/2021
2969023,5604987,U1036,11/11/2021
9387105,5604987,U1071,11/11/2021
2167312,5604987,U1104,11/11/2021
4086553,5604987,U1106,11/11/2021
2121031,5604987,U1045,11/11/2021
3230690,5604987,U1009,11/11/2021
894558,5604987,U1016,11/11/2021
5468854,5604987,U1099,11/11/2021
7190470,5604987,U1135,11/11/2021
8737618,5604987,U1032,11/11/2021
3632905,5604987,U1062,11/11/2021
7023211,5604987,U1078,11/11/2021
8710509,5604987,U1122,11/11/2021
7684253,5604987,U1089,11/11/2021
9104212,5604987,U1029,11/11/2021
5748604,5604987,U1019,11/11/2021
5459498,5604987,U1137,11/11/2021
9749368,5907018,U1026,25/8/2022
4191084,5907018,U1129,25/8/2022
5083834,5907018,U1065,25/8/2022
3165592,4460839,U1081,19/6/2021
9308414,4460839,U1056,19/6/2021
4779588,4460839,U1076,19/6/2021
6621653,4460839,U1116,19/6/2021
3789209,4460839,U1024,19/6/2021
9699884,4460839,U1132,19/6/2021
3332814,9049913,U1026,17/8/2022
6347905,9049913,U1129,17/8/2022
407835,9049913,U1065,17/8/2022
3703211,5411464,U1083,28/11/2021
7228489,5411464,U1095,28/11/2021
4542848,5411464,U1048,28/11/2021
7435504,634132,U1055,14/3/2021
4619993,634132,U1053,14/3/2021
7850342,634132,U1134,14/3/2021
724650,634132,U1036,14/3/2021
6265514,634132,U1106,14/3/2021
6611559,634132,U1009,14/3/2021
2272112,634132,U1122,14/3/2021
5700001,634132,U1089,14/3/2021
7344173,634132,U1029,14/3/2021
1325461,634132,U1114,14/3/2021
3638568,773137,U1055,11/11/2021
3190092,773137,U1126,11/11/2021
7114645,773137,U1024,11/11/2021
6553934,773137,U1004,11/11/2021
2842322,773137,U1106,11/11/2021
6872345,773137,U1016,11/11/2021
4024622,5991462,U1068,8/7/2022
2386720,5991462,U1067,8/7/2022
1092768,5991462,U1103,8/7/2022
3060171,4570195,U1083,15/12/2022
3409407,4570195,U1095,15/12/2022
8462512,4570195,U1048,15/12/2022
1239847,9912476,U1068,4/10/2021
4425767,9912476,U1067,4/10/2021
6085535,9912476,U1103,4/10/2021
3117432,9912476,U1082,4/10/2021
1344332,9912476,U1028,4/10/2021
6835163,5411260,U1033,19/4/2021
5122909,5411260,U1089,19/4/2021
2372286,5411260,U1027,19/4/2021
9666843,5411260,U1086,19/4/2021
5916573,5411260,U1137,19/4/2021
1055999,5411260,U1114,19/4/2021
3160901,5411260,U1046,19/4/2021
6272548,5411260,U1128,19/4/2021
4256698,4473351,U1068,23/5/2021
3551921,4473351,U1067,23/5/2021
9765362,4473351,U1103,23/5/2021
2364252,1404364,U1083,8/3/2021
9038881,1404364,U1048,8/3/2021
5369264,1404364,U1003,8/3/2021
6031192,1404364,U1137,8/3/2021
4327170,9662993,U1095,27/2/2021
5084190,9662993,U1099,27/2/2021
1190170,9662993,U1128,27/2/2021
9409760,9662993,U1062,27/2/2021
83172,7783218,U1134,18/5/2022
5651047,7783218,U1036,18/5/2022
6416185,7783218,U1113,18/5/2022
6119981,7783218,U1106,18/5/2022
4656899,7783218,U1009,18/5/2022
7967210,7783218,U1013,18/5/2022
176580,7783218,U1032,18/5/2022
9026581,7783218,U1019,18/5/2022
2063001,7783218,U1122,18/5/2022
2174517,1160405,U1068,12/11/2022
6699884,1160405,U1067,12/11/2022
6202011,1160405,U1103,12/11/2022
5614991,3741330,U1055,16/10/2021
8444636,3741330,U1053,16/10/2021
998295,3741330,U1134,16/10/2021
8048242,3741330,U1036,16/10/2021
2283874,3741330,U1106,16/10/2021
3480125,3741330,U1009,16/10/2021
4744825,3741330,U1122,16/10/2021
2493452,3741330,U1089,16/10/2021
2298023,3741330,U1029,16/10/2021
3529932,7482032,U1103,10/6/2022
9228557,7482032,U1070,10/6/2022
4356116,7482032,U1082,10/6/2022
7666518,940280,U1026,20/11/2022
4129940,940280,U1129,20/11/2022
1046025,940280,U1065,20/11/2022
4353859,4500740,U1095,26/7/2021
3442952,4500740,U1099,26/7/2021
2884066,4500740,U1128,26/7/2021
8226639,4500740,U1062,26/7/2021
4417266,4500740,U1032,26/7/2021
6662928,4500740,U1085,26/7/2021
1663668,4500740,U1109,26/7/2021
5264094,4500740,U1122,26/7/2021
902052,4500740,U1089,26/7/2021
6106823,4500740,U1027,26/7/2021
5189367,5518392,U1103,9/8/2022
4769121,5518392,U1070,9/8/2022
9442366,5518392,U1082,9/8/2022
8844912,5518392,U1123,9/8/2022
5071066,5518392,U1028,9/8/2022
2517065,396639,U1068,5/11/2021
1496601,396639,U1067,5/11/2021
5377069,396639,U1103,5/11/2021
5154605,1872016,U1026,17/3/2021
851795,1872016,U1129,17/3/2021
7547092,1872016,U1065,17/3/2021
6864793,1650099,U1068,17/12/2021
4313246,1650099,U1060,17/12/2021
3602691,1650099,U1123,17/12/2021
2956982,1650099,U1021,17/12/2021
821156,1650099,U1023,17/12/2021
1820672,1650099,U1050,17/12/2021
2870321,144814,U1033,20/4/2021
9178406,144814,U1089,20/4/2021
6511641,144814,U1027,20/4/2021
5454386,144814,U1086,20/4/2021
3721103,144814,U1137,20/4/2021
7976171,144814,U1114,20/4/2021
4752538,3756889,U1093,22/2/2022
1515573,3756889,U1030,22/2/2022
3503424,3756889,U1066,22/2/2022
7775086,3956449,U1070,4/10/2022
307285,3956449,U1082,4/10/2022
8097373,3956449,U1123,4/10/2022
7052955,3956449,U1080,4/10/2022
3143835,3956449,U1050,4/10/2022
8871419,6308638,U1070,6/7/2022
8442025,6308638,U1082,6/7/2022
9463481,6308638,U1123,6/7/2022
5783047,4708387,U1093,9/8/2021
887456,4708387,U1100,9/8/2021
200177,4708387,U1074,9/8/2021
3523920,9400606,U1038,10/12/2021
3931666,9400606,U1071,10/12/2021
3504799,9400606,U1019,10/12/2021
8081115,9400606,U1113,10/12/2021
640899,9400606,U1106,10/12/2021
3547752,9400606,U1045,10/12/2021
6002540,9400606,U1016,10/12/2021
5510326,6414335,U1068,20/3/2021
9613775,6414335,U1067,20/3/2021
5568694,6414335,U1103,20/3/2021
6623761,6414335,U1082,20/3/2021
880218,1881978,U1083,3/9/2021
8591439,1881978,U1134,3/9/2021
362606,1881978,U1046,3/9/2021
2552540,7481680,U1068,16/1/2021
8597446,7481680,U1067,16/1/2021
7714138,7481680,U1103,16/1/2021
8289934,6742537,U1068,13/2/2022
8662780,6742537,U1067,13/2/2022
8485179,6742537,U1103,13/2/2022
969254,6742537,U1123,13/2/2022
9747531,6742537,U1063,13/2/2022
4893979,6742537,U1028,13/2/2022
3463561,4314187,U1083,22/8/2021
7539156,4314187,U1084,22/8/2021
3095031,4314187,U1095,22/8/2021
7699876,6449632,U1055,14/5/2022
5512814,6449632,U1053,14/5/2022
967248,6449632,U1018,14/5/2022
3817909,6449632,U1022,14/5/2022
5531983,6449632,U1116,14/5/2022
9762729,6449632,U1132,14/5/2022
3727710,5614212,U1138,1/8/2021
6706645,5614212,U1027,1/8/2021
8918182,5614212,U1090,1/8/2021
1400088,3779556,U1083,17/7/2022
5538403,3779556,U1084,17/7/2022
3764215,3779556,U1095,17/7/2022
5697439,3779556,U1013,17/7/2022
5123683,3779556,U1089,17/7/2022
3417554,3779556,U1114,17/7/2022
6735879,3779556,U1096,17/7/2022
7457809,5958431,U1068,16/3/2021
5140742,5958431,U1067,16/3/2021
1519813,5958431,U1103,16/3/2021
8606710,281647,U1038,10/12/2022
7168419,281647,U1071,10/12/2022
8395422,281647,U1019,10/12/2022
8463127,281647,U1113,10/12/2022
4984184,281647,U1106,10/12/2022
6266347,281647,U1045,10/12/2022
3257176,419946,U1004,14/1/2022
2525524,419946,U1061,14/1/2022
8718824,419946,U1025,14/1/2022
2429175,419946,U1097,14/1/2022
7334330,419946,U1096,14/1/2022
7596966,8953728,U1072,16/10/2021
4807493,8953728,U1117,16/10/2021
1026694,8953728,U1035,16/10/2021
1676274,3990698,U1120,4/4/2022
2760830,3990698,U1037,4/4/2022
3492687,3990698,U1069,4/4/2022
3480847,9581834,U1038,11/10/2021
2380795,9581834,U1071,11/10/2021
5150870,9581834,U1019,11/10/2021
1057235,9581834,U1113,11/10/2021
2542122,9581834,U1106,11/10/2021
8111034,9581834,U1045,11/10/2021
1754122,9581834,U1016,11/10/2021
2175023,9581834,U1099,11/10/2021
9920795,9581834,U1054,11/10/2021
8658572,9581834,U1101,11/10/2021
7859162,9581834,U1032,11/10/2021
5801004,9581834,U1135,11/10/2021
2417467,2943935,U1031,8/1/2022
6718001,2943935,U1026,8/1/2022
6751340,2943935,U1065,8/1/2022
910701,5097762,U1095,15/4/2021
7145614,5097762,U1099,15/4/2021
4771611,5097762,U1128,15/4/2021
6100034,5097762,U1062,15/4/2021
2976029,5097762,U1032,15/4/2021
5165665,5097762,U1085,15/4/2021
3709877,5097762,U1109,15/4/2021
4224425,1267131,U1053,13/6/2022
8146572,1267131,U1064,13/6/2022
9969287,1267131,U1014,13/6/2022
5557458,1267131,U1125,13/6/2022
1794026,1267131,U1076,13/6/2022
9224222,1267131,U1024,13/6/2022
7835203,1267131,U1005,13/6/2022
3462371,1267131,U1036,13/6/2022
4410861,1267131,U1071,13/6/2022
5052863,1267131,U1106,13/6/2022
8627650,1267131,U1016,13/6/2022
5144458,1267131,U1099,13/6/2022
5329174,1267131,U1032,13/6/2022
6789032,1267131,U1135,13/6/2022
4317806,6864454,U1068,4/12/2021
8420710,6864454,U1067,4/12/2021
216500,6864454,U1103,4/12/2021
334243,6864454,U1082,4/12/2021
4198790,6864454,U1028,4/12/2021
5883337,1513668,U1067,5/9/2021
5786168,1513668,U1103,5/9/2021
6509772,1513668,U1107,5/9/2021
851950,1513668,U1123,5/9/2021
6143014,1513668,U1063,5/9/2021
2985398,991523,U1083,6/6/2022
4902434,991523,U1084,6/6/2022
380512,991523,U1095,6/6/2022
369339,991523,U1013,6/6/2022
8562395,4671092,U1083,5/9/2021
6662630,4671092,U1048,5/9/2021
1278713,4671092,U1003,5/9/2021
3660973,2948749,U1082,25/11/2021
3220243,2948749,U1123,25/11/2021
5817763,2948749,U1050,25/11/2021
1205693,2948749,U1087,25/11/2021
9829167,5816261,U1044,1/7/2022
1901769,5816261,U1118,1/7/2022
5033051,5816261,U1035,1/7/2022
4903883,5059208,U1083,25/5/2022
9739787,5059208,U1048,25/5/2022
5605863,5059208,U1003,25/5/2022
9430248,5059208,U1137,25/5/2022
7560921,5071313,U1134,7/3/2022
360583,5071313,U1095,7/3/2022
7912974,5071313,U1085,7/3/2022
9377242,861938,U1068,17/12/2021
7404934,861938,U1067,17/12/2021
2087682,861938,U1103,17/12/2021
2547768,3401381,U1044,9/5/2021
917012,3401381,U1118,9/5/2021
790365,3401381,U1035,9/5/2021
5297487,943434,U1068,23/2/2021
7500208,943434,U1103,23/2/2021
2417006,943434,U1031,23/2/2021
9454818,5947242,U1068,19/2/2022
2245214,5947242,U1060,19/2/2022
3544962,5947242,U1123,19/2/2022
6248411,4008517,U1055,21/7/2021
7983724,4008517,U1053,21/7/2021
5267230,4008517,U1134,21/7/2021
5665604,4008517,U1036,21/7/2021
2036244,4008517,U1106,21/7/2021
2303321,4008517,U1009,21/7/2021
338164,2938584,U1083,22/11/2022
5737442,2938584,U1095,22/11/2022
8204469,2938584,U1048,22/11/2022
964839,2938584,U1061,22/11/2022
9991941,6212633,U1067,7/10/2021
5551092,6212633,U1103,7/10/2021
5008254,6212633,U1107,7/10/2021
1813169,6212633,U1123,7/10/2021
9891281,6212633,U1063,7/10/2021
4037240,8450311,U1068,4/12/2021
6203753,8450311,U1103,4/12/2021
3905045,8450311,U1031,4/12/2021
8706054,8450311,U1082,4/12/2021
2274289,1036518,U1108,1/2/2021
2593125,1036518,U1055,1/2/2021
7551109,1036518,U1081,1/2/2021
2632211,1036518,U1106,1/2/2021
5401229,2987559,U1103,28/7/2022
8098232,2987559,U1070,28/7/2022
7057823,2987559,U1082,28/7/2022
5850046,4063610,U1083,21/9/2021
3813848,4063610,U1084,21/9/2021
8093989,4063610,U1095,21/9/2021
7007682,4063610,U1013,21/9/2021
5867146,4063610,U1089,21/9/2021
5991333,4063610,U1114,21/9/2021
5658190,4063610,U1096,21/9/2021
9559717,1844582,U1026,25/10/2021
4914098,1844582,U1065,25/10/2021
2372745,1844582,U1039,25/10/2021
6355748,2995106,U1055,17/8/2022
3207311,2995106,U1053,17/8/2022
1605220,2995106,U1018,17/8/2022
4854077,2995106,U1022,17/8/2022
5738804,2995106,U1116,17/8/2022
8677556,2995106,U1132,17/8/2022
4914343,2995106,U1036,17/8/2022
5442552,2995106,U1071,17/8/2022
3168750,2995106,U1104,17/8/2022
3635947,2995106,U1007,17/8/2022
9596965,2995106,U1054,17/8/2022
3659944,2995106,U1001,17/8/2022
9345950,2995106,U1092,17/8/2022
4365138,2995106,U1090,17/8/2022
4358457,9166947,U1031,23/1/2022
1922141,9166947,U1026,23/1/2022
2794753,9166947,U1065,23/1/2022
989445,9166947,U1129,23/1/2022
9125890,6432642,U1083,27/5/2021
6806089,6432642,U1134,27/5/2021
8641202,6432642,U1046,27/5/2021
9751039,664040,U1068,21/7/2022
5038389,664040,U1067,21/7/2022
3359027,664040,U1103,21/7/2022
5418941,664040,U1123,21/7/2022
8861324,154713,U1093,7/10/2021
9352590,154713,U1100,7/10/2021
1037847,154713,U1074,7/10/2021
3557040,6905966,U1055,13/6/2021
1331954,6905966,U1053,13/6/2021
2518005,6905966,U1134,13/6/2021
7865924,6905966,U1036,13/6/2021
5028066,6905966,U1106,13/6/2021
5856808,6905966,U1009,13/6/2021
7677521,6905966,U1122,13/6/2021
6330235,6905966,U1089,13/6/2021
6584035,4846423,U1030,12/3/2021
5874456,4846423,U1020,12/3/2021
2121858,4846423,U1051,12/3/2021
2502890,8399303,U1067,25/7/2021
9155548,8399303,U1103,25/7/2021
5724322,8399303,U1107,25/7/2021
9404881,8399303,U1123,25/7/2021
5469330,3546037,U1055,27/4/2022
5211358,3546037,U1126,27/4/2022
241381,3546037,U1024,27/4/2022
5289392,3546037,U1004,27/4/2022
8621143,3546037,U1106,27/4/2022
2358414,3546037,U1016,27/4/2022
671414,3546037,U1101,27/4/2022
4833689,3546037,U1135,27/4/2022
912570,3546037,U1078,27/4/2022
174329,3774018,U1030,6/4/2022
1096667,3774018,U1020,6/4/2022
8314715,3774018,U1051,6/4/2022
9869394,5415810,U1068,1/5/2022
7152236,5415810,U1067,1/5/2022
507806,5415810,U1103,1/5/2022
7317456,7894381,U1134,22/2/2022
2831136,7894381,U1095,22/2/2022
4563674,7894381,U1085,22/2/2022
5396286,7894381,U1034,22/2/2022
307642,7894381,U1096,22/2/2022
945176,2999508,U1093,24/3/2022
7398171,2999508,U1100,24/3/2022
612621,2999508,U1074,24/3/2022
3961323,6432083,U1030,3/6/2021
333221,6432083,U1020,3/6/2021
7838162,6432083,U1051,3/6/2021
2688948,6175971,U1134,6/6/2021
9104524,6175971,U1036,6/6/2021
6125426,6175971,U1113,6/6/2021
8711128,6175971,U1106,6/6/2021
3067974,6175971,U1009,6/6/2021
4325814,6175971,U1013,6/6/2021
9863013,6175971,U1032,6/6/2021
6882389,6175971,U1019,6/6/2021
1644872,6175971,U1122,6/6/2021
361450,6175971,U1098,6/6/2021
7489807,6175971,U1089,6/6/2021
8413063,3681293,U1047,15/12/2021
7243163,3681293,U1013,15/12/2021
4650963,3681293,U1089,15/12/2021
8986870,3681293,U1091,15/12/2021
3196393,3681293,U1027,15/12/2021
9672669,7947089,U1093,6/7/2021
7317137,7947089,U1066,6/7/2021
5190216,7947089,U1040,6/7/2021
875114,2295815,U1031,8/8/2021
2419670,2295815,U1026,8/8/2021
1973468,2295815,U1065,8/8/2021
7805082,7380939,U1031,9/6/2022
627087,7380939,U1026,9/6/2022
1329729,7380939,U1065,9/6/2022
211523,2061961,U1070,19/7/2021
6943379,2061961,U1082,19/7/2021
8915898,2061961,U1123,19/7/2021
1093150,3467917,U1083,6/2/2021
7684088,3467917,U1108,6/2/2021
6488409,3467917,U1084,6/2/2021
6921378,3467917,U1034,6/2/2021
5955403,3467917,U1095,6/2/2021
4937831,3467917,U1048,6/2/2021
4292199,3467917,U1092,6/2/2021
7044006,3467917,U1003,6/2/2021
2982437,3467917,U1137,6/2/2021
7025600,3467917,U1114,6/2/2021
4515506,1527812,U1108,10/11/2021
7271937,1527812,U1055,10/11/2021
8022134,1527812,U1081,10/11/2021
2508402,1527812,U1106,10/11/2021
2009889,1527812,U1024,10/11/2021
5388233,1527812,U1132,10/11/2021
2444922,9565752,U1067,3/5/2022
9800015,9565752,U1103,3/5/2022
6959014,9565752,U1107,3/5/2022
8721049,9565752,U1123,3/5/2022
3158136,6669750,U1052,15/3/2021
8423550,6669750,U1069,15/3/2021
1738397,6669750,U1008,15/3/2021
3430193,6669750,U1111,15/3/2021
1886868,6669750,U1037,15/3/2021
1749983,3226330,U1052,4/10/2021
5005235,3226330,U1069,4/10/2021
6468562,3226330,U1008,4/10/2021
3390439,3226330,U1111,4/10/2021
6729502,2010439,U1044,3/10/2021
4255645,2010439,U1118,3/10/2021
8178201,2010439,U1035,3/10/2021
9126011,8041924,U1067,20/1/2022
241645,8041924,U1103,20/1/2022
